run_code,company_id,date,file_type,taxonomy,balance_sheet_date,companies_house_registered_number,entity_current_legal_name,company_dormant,average_number_employees_during_period,period_start,period_end,tangible_fixed_assets,debtors,cash_bank_in_hand,current_assets,creditors_due_within_one_year,creditors_due_after_one_year,net_current_assets_liabilities,total_assets_less_current_liabilities,net_assets_liabilities_including_pension_asset_liability,called_up_share_capital,profit_loss_account_reserve,shareholder_funds,turnover_gross_operating_revenue,other_operating_income,cost_sales,gross_profit_loss,administrative_expenses,raw_materials_consumables,staff_costs,depreciation_other_amounts_written_off_tangible_intangible_fixed_assets,other_operating_charges_format2,operating_profit_loss,profit_loss_on_ordinary_activities_before_tax,tax_on_profit_or_loss_on_ordinary_activities,profit_loss_for_period,error,zip_url,revenue_per_employee
Prod223_3873,12518439,2024-03-31,html,,2024-03-31,12518439,Walczak Property Developments Ltd,False,1.0,2024-03-31,2024-03-31,908.0,4764.0,3359.0,8123.0,,,3499.0,4407.0,4407.0,100.0,4307.0,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12518439,2024-03-31,html,,2024-03-31,12518439,Walczak Property Developments Ltd,False,1.0,2023-03-31,2023-03-31,1125.0,15340.0,4000.0,19340.0,,,11812.0,12937.0,12937.0,100.0,12837.0,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12525545,2024-03-31,html,,2024-03-31,12525545,SHAPE HOUSE LTD,False,1.0,2024-03-31,2024-03-31,,,,60871.0,,,25881.0,25881.0,25881.0,,,25881.0,,,,,,,,,,,,,,,,
Prod223_3873,12525545,2024-03-31,html,,2024-03-31,12525545,SHAPE HOUSE LTD,False,1.0,2023-03-31,2023-03-31,,,,61482.0,,,22661.0,22661.0,22661.0,,,22661.0,,,,,,,,,,,,,,,,
Prod223_3873,12528035,2024-04-30,html,,2024-04-30,12528035,Arctic Hazeldine Limited,False,2.0,2024-04-30,2024-04-30,,1899.0,,1899.0,,,100.0,100.0,,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12528035,2024-04-30,html,,2024-04-30,12528035,Arctic Hazeldine Limited,False,2.0,2023-03-31,2023-03-31,,19318.0,50369.0,69687.0,,,67215.0,67215.0,,,,100.0,,,,,,,,,,,,,,,,
Prod223_3873,12529394,2024-03-31,html,,2024-03-31,12529394,GLAMIS CLOSE LIMITED,False,0.0,2024-03-31,2024-03-31,,,,2631.0,925.0,,2383.0,2383.0,1423.0,,,1423.0,,,,,,,,,,,,,,,,
Prod223_3873,12529394,2024-03-31,html,,2024-03-31,12529394,GLAMIS CLOSE LIMITED,False,0.0,2023-03-31,2023-03-31,,,,4919.0,2231.0,,3313.0,3313.0,1386.0,,,1386.0,,,,,,,,,,,,,,,,
Prod223_3873,12536488,2024-03-31,html,,2024-03-31,12536488,DARI-ANNA CONSULT LTD,False,2.0,2024-03-31,2024-03-31,,,2650.0,2650.0,503.0,,2147.0,2147.0,2147.0,1.0,2146.0,1.0,,,,,,,,,,,,,,,,
Prod223_3873,12536488,2024-03-31,html,,2024-03-31,12536488,DARI-ANNA CONSULT LTD,False,2.0,2023-03-31,2023-03-31,,,3928.0,3928.0,627.0,,3301.0,3301.0,3301.0,1.0,3300.0,1.0,,,,,,,,,,,,,,,,
