run_code,company_id,date,file_type,taxonomy,balance_sheet_date,companies_house_registered_number,entity_current_legal_name,company_dormant,average_number_employees_during_period,period_start,period_end,tangible_fixed_assets,debtors,cash_bank_in_hand,current_assets,creditors_due_within_one_year,creditors_due_after_one_year,net_current_assets_liabilities,total_assets_less_current_liabilities,net_assets_liabilities_including_pension_asset_liability,called_up_share_capital,profit_loss_account_reserve,shareholder_funds,turnover_gross_operating_revenue,other_operating_income,cost_sales,gross_profit_loss,administrative_expenses,raw_materials_consumables,staff_costs,depreciation_other_amounts_written_off_tangible_intangible_fixed_assets,other_operating_charges_format2,operating_profit_loss,profit_loss_on_ordinary_activities_before_tax,tax_on_profit_or_loss_on_ordinary_activities,profit_loss_for_period,error,zip_url
Prod223_3873,13369507,2024-04-30,html,,2024-04-30,13369507,PROLINE DRAINAGE LIMITED,False,2.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,,,,,26170.0,,,,,,93580.0,,
Prod223_3873,13418641,2023-12-31,html,,2023-12-31,13418641,GENESIS SA LIMITED,False,2.0,2023-06-01,2023-12-31,,,,,,,,,,,,,56095.0,,25285.0,30810.0,9621.0,,,,,6989.0,5967.0,,5967.0,,
Prod223_3873,13418641,2023-12-31,html,,2023-12-31,13418641,GENESIS SA LIMITED,False,2.0,2022-06-01,2023-05-31,,,,,,,,,,,,,43082.0,,,43082.0,28536.0,,,,,6308.0,13937.0,,13937.0,,
Prod223_3873,13446509,2024-12-31,html,,2024-12-31,13446509,IFRS HOLDING LTD,False,0.0,2024-01-01,2024-12-31,,,,,,,,,,,,,286673.0,,267767.0,18906.0,7224.0,,,,,11682.0,11682.0,,11682.0,,
Prod223_3873,13479839,2024-06-30,html,,2024-06-30,13479839,RelevantHR Limited,False,2.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,44911.0,,
Prod223_3873,13516681,2024-07-31,html,,2024-07-31,13516681,BRILHANTE CAR REPAIR LTD,False,1.0,2022-08-01,2023-07-31,,,,,,,,,,,,,52373.0,,,,,,4310.0,,39369.0,,,,8694.0,,
Prod223_3873,13539884,2024-07-31,html,,2024-07-31,13539884,Fresh Corner Limited,False,1.0,2023-08-01,2024-07-31,,,,,,,,,,,,,32364.0,,,,,-678.0,12638.0,,-17020.0,,,,2028.0,,
Prod223_3873,13678177,2024-10-31,html,,2024-10-31,13678177,EO SURVEYORS LTD,False,1.0,2023-11-01,2024-10-31,,,,,,,,,,,,,1646.0,0.0,,,,0.0,0.0,0.0,0.0,,,,1646.0,,
Prod223_3873,13729878,2024-04-30,html,,2024-04-30,13729878,SORIS ACQUISITION LTD,False,6.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,14564761.0,,4315283.0,,3817001.0,,,,,1382820.0,4294580.0,,
Prod223_3873,13745541,2024-06-30,html,,2024-06-30,13745541,SHEPHERD ALBOURNE LIMITED,False,0.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,2646926.0,,
Prod223_3873,13823550,2023-12-31,html,,2023-12-31,13823550,BRIGHTSIDE LANDSCAPING LTD,False,1.0,2023-01-01,2023-12-31,,,,,,,,,,,,,9756.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,9756.0,,
Prod223_3873,13861961,2024-06-30,html,,2024-06-30,13861961,WEBB HOUSE (PARK GATE) LTD,False,4.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,64779.0,,
Prod223_3873,13861961,2024-06-30,html,,2024-06-30,13861961,WEBB HOUSE (PARK GATE) LTD,False,4.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,34921.0,,
Prod223_3873,13950783,2024-03-31,html,,2024-03-31,13950783,ALL THINGS AUDIO (AT AUDIO) LTD,False,1.0,2023-04-01,2024-03-31,,,,,,,,,,,,,7963.0,,,,,,1700.0,0.0,5086.0,,,224.0,953.0,,
Prod223_3873,13950783,2024-03-31,html,,2024-03-31,13950783,ALL THINGS AUDIO (AT AUDIO) LTD,False,1.0,2022-03-02,2023-03-31,,,,,,,,,,,,,4973.0,0.0,,,,0.0,814.0,0.0,2043.0,,,402.0,1714.0,,
Prod223_3873,14018825,2024-04-30,html,,2024-04-30,14018825,MERCIA BLINDS LTD,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,69987.0,,34569.0,35418.0,18680.0,,,,,16738.0,16738.0,3180.0,13558.0,,
Prod223_3873,14018825,2024-04-30,html,,2024-04-30,14018825,MERCIA BLINDS LTD,False,2.0,2022-04-01,2023-04-30,,,,,,,,,,,,,58916.0,,34399.0,24517.0,12468.0,,,,,12049.0,12049.0,1966.0,10083.0,,
Prod223_3873,14065321,2024-04-30,html,,2024-04-30,14065321,POPSTONE LTD,False,2.0,2023-05-01,2024-04-30,,,,,,,,,,,,,40040.0,,10568.0,29472.0,26351.0,,,,,3121.0,3121.0,593.0,2528.0,,
Prod223_3873,14065321,2024-04-30,html,,2024-04-30,14065321,POPSTONE LTD,False,2.0,2022-04-25,2023-04-30,,,,,,,,,,,,,61695.0,,31996.0,29699.0,23498.0,,,,,6201.0,6201.0,1178.0,5023.0,,
Prod223_3873,14141403,2024-05-31,html,,2024-05-31,14141403,MOSAIC TOURS LTD,False,0.0,2022-05-30,2023-05-31,,,,,,,,,,,,,2459.0,1600.0,,,,,,,1511.0,,,,2548.0,,
Prod223_3873,14178182,2024-06-30,html,,2024-06-30,14178182,Gresham Ltd,False,3.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,2225.0,,
Prod223_3873,14248401,2024-10-31,html,,2024-10-31,14248401,Dessert Dudes Limited,False,5.0,2023-11-01,2024-10-31,,,,,,,,,,,,,,,,,,,,,,,,,16634.0,,
Prod223_3873,14342554,2024-09-30,html,,2024-09-30,14342554,DCN CONSTRUCT LIMITED,False,0.0,2023-10-01,2024-09-30,,,,,,,,,,,,,51884.0,,,,,15877.0,18732.0,,14177.0,,,,3098.0,,
Prod223_3873,14391991,2024-10-31,html,,2024-10-31,14391991,CASTAWAY CARAVANS LTD,False,0.0,2022-10-02,2023-10-31,,,,,,,,,,,,,13214.0,0.0,,,,263.0,0.0,0.0,7971.0,,,946.0,4034.0,,
Prod223_3873,14506447,2024-11-30,html,,2024-11-30,14506447,REFFITT TECH LTD,False,1.0,2023-12-01,2024-11-30,,,,,,,,,,,,,3313.0,,,,,,,,,,,629.0,2684.0,,
Prod223_3873,14506447,2024-11-30,html,,2024-11-30,14506447,REFFITT TECH LTD,False,1.0,2022-11-25,2023-11-30,,,,,,,,,,,,,14130.0,,,,,,,,,,,2685.0,11445.0,,
Prod223_3873,14526359,2024-12-31,html,,2024-12-31,14526359,GEORGIE JETT EVENTS LTD,False,0.0,2022-12-07,2023-12-31,,,,,,,,,,,,,51672.0,0.0,,,,0.0,0.0,0.0,44042.0,,,1449.0,6181.0,,
Prod223_3873,14539155,2024-12-31,html,,2024-12-31,14539155,ABB BIOSUPPORT SERVICES LIMITED,False,0.0,2024-01-01,2024-12-31,,,,,,,,,,,,,26327.0,0.0,,,,0.0,0.0,0.0,3477.0,,,4341.0,18509.0,,
Prod223_3873,14539155,2024-12-31,html,,2024-12-31,14539155,ABB BIOSUPPORT SERVICES LIMITED,False,0.0,2022-12-13,2023-12-31,,,,,,,,,,,,,15422.0,0.0,,,,0.0,0.0,0.0,4047.0,,,2161.0,9214.0,,
Prod223_3873,14597894,2024-01-31,html,,2024-01-31,14597894,TEMPEST TRADE SERVICES LTD.,False,0.0,2023-01-17,2024-01-31,,,,,,,,,,,,,50918.0,0.0,,,,39186.0,0.0,0.0,5298.0,,,,6434.0,,
Prod223_3873,14617719,2024-01-31,html,,2024-01-31,14617719,BAR BAR. CO BRENTWOOD LTD,False,0.0,2023-01-26,2024-01-31,,,,,,,,,,,,,,,,,,,,,,,,,11772.0,,
Prod223_3873,14634355,2024-02-28,html,,2024-02-28,14634355,PONTISPOOL EVENT CATERING LTD,False,2.0,2023-02-02,2024-02-28,,,,,,,,,,,,,70180.0,,40910.0,29270.0,24889.0,,,,,4381.0,4381.0,,4381.0,,
Prod223_3873,14724183,2024-03-31,html,,2024-03-31,14724183,T.D COATINGS LTD,False,1.0,2023-03-13,2024-03-31,,,,,,,,,,,,,63959.0,,,,,2700.0,12540.0,,17808.0,,,5873.0,25038.0,,
Prod223_3873,14737206,2024-03-31,html,,2024-03-31,14737206,AGBOLE DEVELOPMENTS LTD,False,2.0,2023-03-17,2024-03-31,,,,,,,,,,,,,7896.0,,127.0,7769.0,16515.0,,,,,8956.0,14013.0,,14013.0,,
Prod223_3873,14757994,2024-06-30,html,,2024-06-30,14757994,Two Cities (Blue Lights 2) Limited,False,17.0,2024-01-01,2024-06-30,,,,,,,,,,,,,,,1864436.0,,18000.0,,,,,,-307937.0,-311874.0,3937.0,,
Prod223_3873,14757994,2024-06-30,html,,2024-06-30,14757994,Two Cities (Blue Lights 2) Limited,False,17.0,2023-03-25,2023-12-31,,,,,,,,,,,,,,,10114221.0,,21500.0,,,,,,-1975216.0,-1996279.0,21063.0,,
Prod223_3873,14804333,2024-04-30,html,,2024-04-30,14804333,ARBULU STUDIO LIMITED,False,2.0,2023-04-15,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,82595.0,,
Prod223_3873,14809751,2024-04-30,html,,2024-04-30,14809751,CREPZ CLUB FASHION STORE LTD,False,0.0,2023-04-17,2024-04-30,,,,,,,,,,,,,,,,3609.0,,,,,,3609.0,3609.0,,3609.0,,
Prod223_3873,14811457,2024-04-30,html,,2024-04-30,14811457,MOLSAL LTD,False,0.0,2023-04-18,2024-04-30,,,,,,,,,,,,,26800.0,,6500.0,20300.0,19913.0,,,,,387.0,387.0,150.0,237.0,,
Prod223_3873,14812456,2024-04-30,html,,2024-04-30,14812456,WPCHR LTD,False,1.0,2023-04-18,2024-04-30,,,,,,,,,,,,,61906.0,,,,,,4955.0,420.0,53043.0,,,671.0,2817.0,,
Prod223_3873,14812897,2024-04-30,html,,2024-04-30,14812897,MWTEK LTD,False,0.0,2023-04-18,2024-04-30,,,,,,,,,,,,,42920.0,,,,,7952.0,18723.0,,14127.0,,,,2118.0,,
Prod223_3873,14820872,2024-04-30,html,,2024-04-30,14820872,DCL CONSULTING LIMITED,False,1.0,2023-04-23,2024-04-30,,,,,,,,,,,,,76500.0,0.0,,,,1556.0,5237.0,0.0,30540.0,,,,39167.0,,
Prod223_3873,14825333,2024-06-30,html,,2024-06-30,14825333,BONIFACE HOLDINGS LIMITED,False,2.0,2023-04-25,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,75000.0,,
Prod223_3873,14826018,2024-04-30,html,,2024-04-30,14826018,CLICARE LTD,False,1.0,2023-04-25,2024-04-30,,,,,,,,,,,,,30506.0,,,,,,14115.0,,14543.0,,,,1848.0,,
Prod223_3873,14831264,2024-05-31,html,,2024-05-31,14831264,YORKSHIRE REPAK GROUP LIMITED,False,3.0,2023-04-27,2024-05-31,,,,,,,,,,,,,,,10072000.0,,1663000.0,,9681000.0,,,,,238000.0,237000.0,,
Prod223_3873,14834658,2024-04-30,html,,2024-04-30,14834658,KNOCKOUT PRODUCTIONS LTD,False,0.0,2023-04-28,2024-04-30,,,,,,,,,,,,,153.0,660.0,,,,,75.0,,670.0,,,13.0,55.0,,
Prod223_3873,14834970,2024-04-30,html,,2024-04-30,14834970,MCBEANTECH LTD,False,1.0,2023-04-28,2024-04-30,,,,,,,,,,,,,74138.0,0.0,,,,67243.0,3670.0,,1721.0,,,,1504.0,,
Prod223_3873,14837942,2024-05-31,html,,2024-05-31,14837942,CYREX STUDIOS LIMITED,False,0.0,2023-05-01,2024-05-31,,,,,,,,,,,,,4000.0,0.0,,,,0.0,0.0,0.0,0.0,,,760.0,3240.0,,
Prod223_3873,14889142,2024-05-31,html,,2024-05-31,14889142,CAB INSPIRATIONAL LTD,False,1.0,2023-05-23,2024-05-31,,,,,,,,,,,,,5825.0,0.0,,,,3723.0,0.0,0.0,0.0,,,0.0,2102.0,,
Prod223_3873,14924685,2024-06-30,html,,2024-06-30,14924685,Shm Space Ltd,False,0.0,2023-06-08,2024-06-30,,,,,,,,,,,,,104177.0,,,,,,,,52971.0,,,9729.0,41477.0,,
Prod223_3873,14957378,2024-06-30,html,,2024-06-30,14957378,COPPERUA LTD,False,0.0,2023-06-23,2024-06-30,,,,,,,,,,,,,,,,92596.0,19613.0,,,,,11498.0,11498.0,2185.0,9313.0,,
Prod223_3873,15056723,2024-08-31,html,,2024-08-31,15056723,PACIFIC MEDIA LTD,False,1.0,2023-08-08,2024-08-31,,,,,,,,,,,,,82532.0,,,,,,12570.0,,55889.0,,,3518.0,10555.0,,
Prod223_3873,15196005,2024-10-31,html,,2024-10-31,15196005,METHODICA ADVISORY LTD,False,1.0,2023-10-09,2024-10-31,,,,,,,,,,,,,24785.0,,,24785.0,1401.0,,,,,23384.0,23416.0,4449.0,18967.0,,
Prod223_3873,15290319,2024-11-30,html,,2024-11-30,15290319,AA&AYLIN.TRADE LTD,False,1.0,2023-11-16,2024-11-30,,,,,,,,,,,,,24864.0,,,,,,,,,,,395.0,24469.0,,
Prod223_3873,15324129,2024-12-31,html,,2024-12-31,15324129,CT SCIWRITING LTD,False,1.0,2023-12-03,2024-12-31,,,,,,,,,,,,,9270.0,,,9270.0,,,,,,9270.0,9270.0,,9270.0,,
Prod223_3873,OC304165,2024-04-30,html,,2024-04-30,OC304165,Moore Kingston Smith & Partners LLP,False,29.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,1438173.0,,
Prod223_3873,OC304165,2024-04-30,html,,2024-04-30,OC304165,Moore Kingston Smith & Partners LLP,False,29.0,2022-05-01,2023-04-30,,,,,,,,,,,,,,,,,,,,,,,,,958153.0,,
Prod223_3873,OC429705,2024-03-31,html,,2024-03-31,OC429705,Sirius Wealth Management LLP,False,0.0,2023-04-01,2024-03-31,,,,,,,,,,,,,141138.0,,,,,,,958.0,,,,,77234.0,,
Prod223_3873,OC429705,2024-03-31,html,,2024-03-31,OC429705,Sirius Wealth Management LLP,False,0.0,2022-04-01,2023-03-31,,,,,,,,,,,,,283963.0,,,,,,,959.0,,,,,217308.0,,
Prod223_3873,OC447194,2024-03-31,html,,2024-03-31,OC447194,Bmallah LLP,False,0.0,2023-05-04,2024-03-31,,,,,,,,,,,,,23100.0,,,,,,,,8310.0,,,,14790.0,,
Prod223_3873,SC155250,2024-04-30,html,,2024-04-30,SC155250,Carousel Nurseries Limited,False,61.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,2797.0,,
Prod223_3873,SC327630,2024-06-30,html,,2024-06-30,SC327630,DALCON LIMITED,False,108.0,2023-07-01,2024-06-30,,,,,,,,,,,,,,,13155725.0,,1632600.0,,4387154.0,,,,1773153.0,451149.0,1322004.0,,
Prod223_3873,SC327630,2024-06-30,html,,2024-06-30,SC327630,DALCON LIMITED,False,108.0,2022-07-01,2023-06-30,,,,,,,,,,,,,,,15598186.0,,1564728.0,,4682105.0,,,,2244757.0,461775.0,1782982.0,,
Prod223_3873,SC439267,2024-08-31,html,,2024-08-31,SC439267,T Stewart Joiners Ltd,False,2.0,2023-09-01,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,14228.0,,
Prod223_3873,SC442397,2024-02-29,html,,2024-02-29,SC442397,CARROT LETTING LIMITED,False,1.0,2023-03-01,2024-02-29,,,,,,,,,,,,,5599.0,0.0,,,,363.0,0.0,0.0,3498.0,,,330.0,1408.0,,
Prod223_3873,SC442397,2024-02-29,html,,2024-02-29,SC442397,CARROT LETTING LIMITED,False,1.0,2022-03-01,2023-02-28,,,,,,,,,,,,,5088.0,0.0,,,,228.0,0.0,0.0,2347.0,,,478.0,2035.0,,
Prod223_3873,SC467067,2024-04-30,html,,2024-04-30,SC467067,KS Commercial Ltd,False,7.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,58171.0,,
Prod223_3873,SC577316,2024-09-30,html,,2024-09-30,SC577316,McMurtrie Wealth Management Limited,False,1.0,2023-10-01,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,27066.0,,
Prod223_3873,SC717417,2024-12-31,html,,2024-12-31,SC717417,EC LANGUAGE CHIMP LTD,False,0.0,2024-01-01,2024-12-31,,,,,,,,,,,,,18449.0,0.0,,,,1709.0,0.0,0.0,0.0,,,0.0,16740.0,,
Prod223_3873,SC717417,2024-12-31,html,,2024-12-31,SC717417,EC LANGUAGE CHIMP LTD,False,0.0,2023-01-01,2023-12-31,,,,,,,,,,,,,17594.0,0.0,,,,1725.0,0.0,0.0,0.0,,,0.0,15869.0,,
Prod223_3873,SC730263,2024-04-30,html,,2024-04-30,SC730263,THE SMILE BOUTIQUE GLASGOW LTD,False,1.0,2023-05-01,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,52577.0,,
Prod223_3873,SC766724,2024-04-30,html,,2024-04-30,SC766724,Saltire gifts Ltd,False,5.0,2023-04-20,2024-04-30,,,,,,,,,,,,,198038.0,,99739.0,98299.0,88669.0,,,,,,9630.0,1134.0,8496.0,,
